City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,campo verde,-20.4167,-54.0667,34.93,21,0,3.92,BR,1691608020
280,newman,37.3138,-121.0208,30.59,23,0,1.86,US,1691608020
281,kenai,60.5544,-151.2583,13.41,94,100,2.57,US,1691607816
282,shelui,-4.3667,34.2,26.26,35,99,3.7,TZ,1691608020
283,san antonio de pale,-1.4014,5.6325,23.8,80,100,4.83,GQ,1691608020
284,harrisburg,40.2737,-76.8844,31.08,51,40,4.63,US,1691607919
285,haiku-pauwela,20.9219,-156.3051,26.01,70,20,8.23,US,1691608021
286,taboao da serra,-23.6261,-46.7917,21.77,93,75,6.17,BR,1691608021
287,aldan,58.6031,125.3894,14.74,71,96,3.35,RU,1691607897
288,sucre,-19.0333,-65.2627,20.86,32,0,4.55,BO,1691608021
289,papao,-17.75,-149.55,26.82,72,100,7.31,PF,1691608022
290,hengchun,22.0042,120.7439,27.84,86,97,7.2,TW,1691608022
291,hobbs,32.7026,-103.136,36.7,17,0,4.92,US,1691607737
292,saint-philippe,-21.3585,55.7679,19.77,79,35,4.87,RE,1691608022
293,heihe,50.2441,127.4902,18.32,95,100,3.5,CN,1691608022
294,nemuro,43.3236,145.575,18.78,100,100,6.06,JP,1691608023
295,springbok,-29.6643,17.8865,16.98,25,0,2.58,ZA,1691608023
296,la venta del astillero,20.7167,-103.5333,23.94,31,6,1.36,MX,1691608023
297,makurazaki,31.2667,130.3167,26.68,91,100,10.94,JP,1691608023
298,kehychivka,49.2866,35.7615,17.69,63,0,3.76,UA,1691608024
299,nova vicosa,-17.8919,-39.3719,24.31,68,2,3.89,BR,1691607742
300,road town,18.4167,-64.6167,32.05,70,40,5.14,VG,1691608024
301,avarua,-21.2078,-159.775,23.03,73,75,7.2,CK,1691608024
302,keflavik,64.0049,-22.5624,14.24,62,75,6.17,IS,1691608024
303,plouguerneau,48.6,-4.5,23.28,73,0,2.57,FR,1691608024
304,alamosa,37.4695,-105.87,26.99,18,0,4.63,US,1691608025
305,pangody,65.85,74.4859,9.37,70,55,8.73,RU,1691608025
306,camiri,-20.05,-63.5167,28.84,28,0,3.79,BO,1691608025
307,susuman,62.7833,148.1667,4.23,96,100,1.03,RU,1691608025
308,at taj,24.2049,23.2857,34.37,24,15,4.57,LY,1691608026
309,alofi,-19.0595,-169.9187,25.09,85,92,3.5,NU,1691608026
310,busembatia,0.7697,33.6131,19.9,70,13,1.67,UG,1691608026
311,mutsu,41.2894,141.2169,23.8,95,41,1.33,JP,1691608026
312,iskateley,67.6803,53.1512,13.47,79,38,2.25,RU,1691607907
313,thompson,55.7435,-97.8558,18.09,48,40,5.14,CA,1691607913
314,fort st. john,56.2499,-120.8529,17.94,68,75,2.57,CA,1691607978
315,okakarara,-20.5833,17.4333,18.82,27,84,3.79,NA,1691608027
316,domna,51.8971,113.1573,18.09,93,40,0.0,RU,1691608027
317,la ronge,55.1001,-105.2842,16.2,53,61,2.51,CA,1691608028
318,guilin,25.2819,110.2864,25.37,93,38,1.18,CN,1691608028
319,n'zeto,-7.2312,12.8666,21.78,84,5,4.26,AO,1691608028
320,jennings,38.7192,-90.2604,24.52,86,100,2.57,US,1691608028
321,bel ombre,-4.6167,55.4167,25.91,78,20,2.57,SC,1691607891
322,ponta delgada,37.7333,-25.6667,23.4,94,75,3.6,PT,1691608029
323,nadym,65.5333,72.5167,9.3,72,0,8.86,RU,1691608029
324,isafjordur,66.0755,-23.124,10.46,53,59,3.27,IS,1691608029
325,ramadi,33.4226,43.3058,39.71,11,0,3.08,IQ,1691608029
326,calama,-22.4667,-68.9333,22.44,7,0,9.38,CL,1691608029
327,queenstown,-31.8976,26.8753,11.01,83,0,2.39,ZA,1691608030
328,palmer,42.1584,-72.3287,28.92,50,75,7.72,US,1691608030
329,kruisfontein,-34.0033,24.7314,15.49,86,0,5.98,ZA,1691608030
330,princeville,45.7668,-61.2985,19.95,93,93,4.47,CA,1691608030
331,vorkuta,67.5,64.0,10.5,71,85,2.36,RU,1691607893
332,happy valley-goose bay,53.3168,-60.3315,17.17,82,100,5.14,CA,1691608031
333,hadibu,12.65,54.0333,25.69,80,74,7.11,YE,1691607740
334,amursk,50.2261,136.8994,15.47,74,100,6.06,RU,1691608031
335,arraial do cabo,-22.9661,-42.0278,22.92,73,40,7.72,BR,1691608031
336,leh,34.1667,77.5833,20.33,29,3,1.84,IN,1691607975
337,tralee,52.2704,-9.7026,20.3,82,0,2.15,IE,1691608032
338,reinosa,42.9996,-4.138,17.48,40,60,2.49,ES,1691608032
339,swift current,50.2834,-107.8014,20.39,55,82,6.2,CA,1691608032
340,kristiansund,63.1115,7.732,11.36,93,75,1.54,NO,1691608032
341,al hudaydah,14.7978,42.9545,31.6,63,42,3.14,YE,1691608033
342,broome,42.2506,-75.833,27.59,60,40,3.09,US,1691608033
343,merizo village,13.2658,144.6691,26.31,97,100,7.89,GU,1691608033
344,naze,28.3667,129.4833,25.66,88,65,6.26,JP,1691608033
345,port douglas,-16.4833,145.4667,21.04,82,99,7.46,AU,1691608033
346,valentin gomez farias,28.2167,-106.5833,31.94,22,12,2.4,MX,1691608033
347,praya,14.9215,-23.5087,28.3,57,20,6.69,CV,1691607750
348,labrador city,52.9463,-66.9114,10.69,98,100,5.75,CA,1691608034
349,trapani,37.8333,12.6667,22.93,52,62,3.44,IT,1691607736
350,hammerfest,70.6634,23.6821,24.25,60,0,2.06,NO,1691607876
351,dwarka,22.2394,68.9678,27.22,81,100,9.36,IN,1691607848
352,saudarkrokur,65.7461,-19.6394,7.86,72,65,5.78,IS,1691608035
353,ulsteinvik,62.3432,5.8487,13.2,91,100,5.36,NO,1691607870
354,sinop,41.7711,34.8709,16.39,87,6,0.97,TR,1691608035
355,hami,42.8,93.45,29.85,22,2,7.31,CN,1691608035
356,oume,35.7839,139.2431,26.0,97,40,1.54,JP,1691608035
357,yabassi,4.457,9.9682,23.0,98,100,1.06,CM,1691608036
358,kuala tungkal,-0.8167,103.4667,25.74,82,87,2.96,ID,1691608036
359,tucuma,-0.1833,-50.05,29.79,66,15,4.27,BR,1691608036
360,okhotsk,59.3833,143.3,11.8,78,10,0.96,RU,1691608036
361,katsuren-haebaru,26.3369,127.8719,27.01,97,75,2.06,JP,1691608037
362,hasaki,35.7333,140.8333,26.84,86,17,4.69,JP,1691608037
363,chokwe,-24.5333,32.9833,16.43,82,0,2.58,MZ,1691608037
364,acarau,-2.8856,-40.12,28.02,68,77,7.35,BR,1691608037
365,as sulayyil,20.4607,45.5779,35.79,8,8,3.75,SA,1691608037
366,sinabang,2.4803,96.3801,25.77,86,100,4.42,ID,1691608038
367,turkmenbasy,40.0222,52.9552,28.17,50,0,4.31,TM,1691608038
368,anisoc,1.8658,10.7689,21.25,98,51,0.81,GQ,1691608038
369,kilindoni,-7.9139,39.6668,24.69,78,0,7.82,TZ,1691608038
370,telhara,21.0269,76.8389,26.15,74,99,5.09,IN,1691608038
371,erechim,-27.6342,-52.2739,14.39,97,100,1.7,BR,1691608038
372,egilsstadir,65.2653,-14.3948,9.95,66,75,2.57,IS,1691607800
373,ketchikan,55.3422,-131.6461,14.26,100,100,6.17,US,1691608039
374,puerto deseado,-47.7503,-65.8938,12.23,60,78,8.24,AR,1691608039
375,izyaslav,50.1195,26.8213,16.03,60,83,2.32,UA,1691608039
376,soure,-0.7167,-48.5233,28.6,71,6,5.97,BR,1691607831
377,nicoya,10.1483,-85.452,32.33,58,59,1.5,CR,1691608039
378,thunder bay,48.4001,-89.3168,23.28,38,6,3.81,CA,1691608040
379,argostolion,38.1811,20.489,25.04,75,0,4.12,GR,1691608040
380,gao,16.6362,1.637,32.9,44,64,3.56,ML,1691608040
381,kodiak,57.79,-152.4072,11.73,94,100,1.54,US,1691608040
382,vadso,70.0744,29.7487,23.49,77,20,4.63,NO,1691607798
383,bairnsdale,-37.8333,147.6167,13.36,62,99,3.01,AU,1691608040
384,swakopmund,-22.6833,14.5333,12.77,89,58,0.89,NA,1691608041
385,tefe,-3.3542,-64.7114,33.06,55,20,2.57,BR,1691608041
386,chu,43.5983,73.7614,28.42,29,41,3.49,KZ,1691608041
387,yen bai,21.7,104.8667,25.75,95,100,0.78,VN,1691608041
388,enewetak,11.3474,162.3373,28.32,77,73,6.29,MH,1691608041
389,crane,31.3974,-102.3501,38.64,17,0,1.67,US,1691608042
390,nabire,-3.3667,135.4833,23.71,88,59,1.64,ID,1691608042
391,narrabri,-30.3167,149.7833,6.96,81,6,2.93,AU,1691608042
392,abu zabad,12.35,29.25,27.28,62,20,4.01,SD,1691608042
393,imbituba,-28.24,-48.6703,18.81,96,100,6.16,BR,1691607959
394,arawa,-6.2132,155.5367,24.79,93,86,2.07,PG,1691608042
395,yaren,-0.5472,166.916,27.89,76,76,2.44,NR,1691608043
396,angaur state,6.906,134.13,27.8,81,94,8.76,PW,1691608043
397,alice,27.7523,-98.0697,40.94,31,0,9.26,US,1691608043
398,noumea,-22.2763,166.4572,13.99,74,39,4.41,NC,1691607994
399,dakhla,23.6848,-15.958,24.01,78,6,10.8,EH,1691607886
400,fuyang,32.9,115.8167,23.77,78,82,1.64,CN,1691608044
401,kievka,50.2619,71.5514,22.69,49,100,2.03,KZ,1691608044
402,argo,37.6333,22.7333,27.1,62,50,1.68,GR,1691608044
403,mbandaka,0.0487,18.2603,22.37,92,57,2.03,CD,1691608044
404,komsomol'skiy,43.9783,46.6985,27.17,51,0,5.3,RU,1691608044
405,sault ste. marie,46.5168,-84.3333,25.31,70,0,4.63,CA,1691607978
406,mandiana,10.6333,-8.6833,25.13,87,45,2.36,GN,1691608044
407,tikapur,28.5,81.1333,26.46,92,100,0.93,NP,1691608045
408,pisco,-13.7,-76.2167,20.57,83,100,3.09,PE,1691608045
409,greymouth,-42.4667,171.2,4.14,83,77,4.42,NZ,1691608045
410,itajuba,-22.4256,-45.4528,25.78,42,80,2.83,BR,1691608045
411,mokhsogollokh,61.4681,128.9203,11.55,68,100,2.23,RU,1691608045
412,doctor juan leon mallorquin,-25.4,-55.2667,20.85,81,100,1.44,PY,1691608046
413,quixada,-4.9714,-39.0153,34.51,20,52,4.33,BR,1691607775
414,yuzhno-kurilsk,44.0306,145.8556,19.53,100,100,4.48,RU,1691608046
415,maxixe,-23.8597,35.3472,19.53,79,26,4.62,MZ,1691608046
416,tual,-5.6667,132.75,25.44,80,100,10.01,ID,1691608046
417,samoylovka,51.184,43.7081,25.3,48,100,4.64,RU,1691608046
418,rio grande,-32.035,-52.0986,17.06,91,100,8.84,BR,1691607922
419,san jose del guaviare,2.5729,-72.6459,31.6,57,80,0.84,CO,1691608047
420,tazovsky,67.4667,78.7,7.67,89,100,7.29,RU,1691608047
421,touros,-5.1989,-35.4608,27.18,70,55,8.13,BR,1691607896
422,sumenep,-7.0167,113.8667,24.79,75,81,5.07,ID,1691608047
423,leua,48.2156,18.6071,15.01,88,99,1.15,SK,1691608048
424,umm qasr,30.0405,47.9168,36.93,34,2,4.21,IQ,1691608048
425,kibuye,-2.0597,29.3482,22.3,54,54,0.84,RW,1691608048
426,jabor,5.921,169.6434,27.8,76,100,4.09,MH,1691608048
427,tsiroanomandidy,-18.7667,46.0333,20.28,45,100,0.67,MG,1691608048
428,ascension,30.2169,-90.9001,36.26,63,40,3.09,US,1691608048
429,santa ana,33.7456,-117.8678,31.94,72,75,4.12,US,1691607805
430,bokani,9.4333,5.2,23.83,94,75,2.07,NG,1691608049
431,tadine,-21.55,167.8833,17.81,62,0,6.56,NC,1691608049
432,nyurba,63.2842,118.3319,14.79,64,0,2.5,RU,1691608049
433,bryne,58.7354,5.6477,11.24,93,75,6.17,NO,1691608049
434,tan-tan,28.438,-11.1032,23.2,81,1,8.4,MA,1691608050
435,sittwe,20.15,92.9,26.14,88,100,2.69,MM,1691608050
436,lata,40.1629,-8.3327,25.51,64,0,2.78,PT,1691608050
437,borogontsy,62.6683,131.1683,11.51,72,36,2.31,RU,1691608050
438,trongsa,27.5026,90.5072,18.24,99,100,0.04,BT,1691608051
439,cheria,35.2731,7.7519,26.43,25,0,7.35,DZ,1691608051
440,am timan,11.0297,20.2827,22.08,95,100,2.66,TD,1691608051
441,nuku'alofa,-21.1333,-175.2,21.19,94,75,3.09,TO,1691608051
442,calliope,-24.0,151.2,13.72,76,1,2.06,AU,1691608052
443,ambalangoda,6.2355,80.0538,26.35,87,100,2.83,LK,1691608052
444,oranjemund,-28.55,16.4333,18.96,46,2,4.51,NA,1691608052
445,vrangel',42.7297,133.0839,18.95,98,100,5.38,RU,1691608052
446,lorengau,-2.0226,147.2712,27.56,77,100,5.69,PG,1691608052
447,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1691608052
448,gagnoa,6.1293,-5.9437,22.28,98,92,2.05,CI,1691608053
449,zuenoula,7.4292,-6.0431,23.34,95,100,3.03,CI,1691608053
450,aquin,18.2833,-73.4,30.81,68,13,2.79,HT,1691608054
451,kusheriki,10.5328,6.4422,23.03,95,82,1.75,NG,1691608054
452,port alberni,49.2413,-124.8028,22.74,81,26,2.68,CA,1691608055
453,talara,-4.5772,-81.2719,28.42,61,0,7.77,PE,1691607947
454,alghero,40.5589,8.3181,24.05,83,40,1.54,IT,1691607796
455,mogoytuy,51.2833,114.9167,19.48,57,100,3.4,RU,1691608055
456,maun,-19.9833,23.4167,17.31,15,0,4.83,BW,1691608055
457,kendari,-3.945,122.4989,22.46,94,100,1.44,ID,1691608055
458,coronel dorrego,-38.7187,-61.2873,17.82,34,84,7.72,AR,1691608056
459,pensilvania,40.2724,-76.9057,31.14,51,40,4.63,US,1691608056
460,rawlins,41.7911,-107.2387,20.75,40,0,4.63,US,1691608016
461,anadyr,64.75,177.4833,9.28,81,75,6.0,RU,1691608056
462,rio gallegos,-51.6226,-69.2181,8.03,61,0,5.14,AR,1691607847
463,siwa oasis,29.2041,25.5195,33.08,26,0,2.16,EG,1691608056
464,ostersund,63.1792,14.6357,13.25,67,2,8.23,SE,1691608057
465,sitia,35.2,26.0986,26.66,68,0,9.44,GR,1691608057
466,badiyah,22.45,58.8,31.83,44,78,3.4,OM,1691608057
467,santa rita,-7.1139,-34.9781,28.37,69,20,7.2,BR,1691607787
468,praia,14.9215,-23.5087,28.3,57,20,6.69,CV,1691608057
469,bechar,31.6167,-2.2167,40.18,10,40,1.54,DZ,1691607957
470,lakhnadon,22.6,79.6,22.68,85,33,3.62,IN,1691608057
471,vicopisano,43.6872,10.5811,24.86,73,0,2.06,IT,1691608058
472,gokwe,-18.2048,28.9349,15.56,26,0,5.79,ZW,1691608058
473,turpan,42.9333,89.1667,33.87,25,13,2.91,CN,1691608058
474,ambon,-3.6954,128.1814,26.04,16,100,6.42,ID,1691608058
475,beloyarskiy,63.7119,66.6722,10.65,81,23,2.03,RU,1691608058
476,toliara,-23.35,43.6667,21.54,76,0,6.38,MG,1691607904
477,puerto lopez,4.0845,-72.956,31.52,58,7,1.87,CO,1691608059
478,shadrinsk,56.0852,63.6335,18.6,70,32,2.99,RU,1691608059
479,nalut,30.3333,10.85,31.26,22,0,6.4,LY,1691608059
480,mazagao,-0.115,-51.2894,33.03,55,13,3.45,BR,1691608059
481,prince george,53.9166,-122.753,21.25,57,100,1.34,CA,1691608059
482,pizarro,4.9533,-77.366,29.08,73,42,3.29,CO,1691608059
483,banda aceh,5.5577,95.3222,26.29,83,91,4.67,ID,1691608060
484,ocho rios,18.4025,-77.1048,29.89,68,37,5.01,JM,1691608003
485,tangalle,6.024,80.7911,27.09,89,100,4.12,LK,1691608016
486,alto araguaia,-17.3147,-53.2153,34.59,14,0,2.49,BR,1691608060
487,ayr,55.4627,-4.6339,16.99,88,75,1.03,GB,1691608060
488,mthatha,-31.5889,28.7844,12.9,86,100,2.78,ZA,1691608060
489,egersund,58.4513,5.9997,11.32,81,100,8.78,NO,1691608060
490,port lincoln,-34.7333,135.8667,12.17,67,100,4.75,AU,1691608061
491,aleksandrov gay,50.147,48.5704,26.64,35,4,4.71,RU,1691608061
492,melekeok village,7.4957,134.6367,27.31,78,89,6.47,PW,1691608061
493,salumbar,24.1333,74.05,25.3,85,100,3.71,IN,1691608061
494,betio village,1.358,172.9211,26.02,74,100,2.35,KI,1691608061
495,kill devil hills,36.0307,-75.676,28.32,63,0,3.09,US,1691608062
496,sandviken,60.6167,16.7667,13.65,81,100,4.16,SE,1691608062
497,buckeye,33.3703,-112.5838,40.39,28,0,3.09,US,1691607903
498,lodwar,3.1191,35.5973,31.02,37,0,2.88,KE,1691608062
499,antsiranana,-12.2787,49.2917,22.24,80,1,5.64,MG,1691608041
500,muisne,0.6,-80.0333,26.48,79,100,5.09,EC,1691608062
501,borgarnes,64.5383,-21.9206,14.89,50,100,4.91,IS,1691608063
502,whangarei,-35.7317,174.3239,5.42,96,10,1.76,NZ,1691608063
503,kegen,43.0197,79.2203,11.31,70,0,2.89,KZ,1691608063
504,amga,60.8953,131.9608,9.94,72,82,1.61,RU,1691608063
505,kingscliff,-28.2667,153.5667,9.87,100,6,0.51,AU,1691608063
506,dogondoutchi,13.6393,4.0287,30.5,56,100,3.72,NE,1691608063
507,kuanda,56.3161,116.0806,18.71,61,100,2.51,RU,1691608063
508,balkanabat,39.5108,54.3671,34.19,19,0,3.3,TM,1691607978
509,posto fiscal rolim de moura,-13.0833,-62.2667,38.75,23,23,0.79,BR,1691608045
510,tanaina,61.6269,-149.4281,15.38,92,100,2.06,US,1691608064
511,maasin,10.1336,124.8447,27.56,80,100,2.53,PH,1691608064
512,ventnor,50.5948,-1.2037,19.73,78,0,0.45,GB,1691608064
513,baker city,44.7749,-117.8344,21.84,56,100,3.6,US,1691608064
514,kuta,-8.7233,115.1723,23.97,88,40,1.03,ID,1691608065
515,port arthur,38.8,121.2667,26.12,69,0,5.78,CN,1691607923
516,rayevskaya,44.8319,37.5556,24.53,76,24,2.49,RU,1691608065
517,weno,7.4515,151.8468,28.51,77,79,3.71,FM,1691608065
518,divrigi,39.371,38.1137,29.58,24,0,3.31,TR,1691608065
519,altai,46.3722,96.2583,14.99,50,1,2.62,MN,1691607862
520,pindushi,62.9152,34.58,19.05,84,59,1.33,RU,1691608065
521,qamdo,31.1667,97.2333,8.78,67,100,0.6,CN,1691608066
522,bengkulu,-3.8004,102.2655,23.48,94,54,2.35,ID,1691607916
523,praia da vitoria,38.7333,-27.0667,27.14,74,20,4.88,PT,1691607950
524,viedma,-40.8135,-62.9967,19.0,26,87,9.3,AR,1691608066
525,vila velha,-20.3297,-40.2925,23.97,85,75,4.12,BR,1691608066
526,donaghadee,54.6333,-5.5333,21.4,85,97,0.45,GB,1691608066
527,ust'-kut,56.7938,105.7672,17.24,98,100,1.17,RU,1691608066
528,bubaque,11.2833,-15.8333,27.56,79,44,3.58,GW,1691608067
529,lautoka,-17.6167,177.4667,21.92,83,75,2.06,FJ,1691608067
530,kourou,5.1552,-52.6478,32.03,68,27,5.02,GF,1691608067
531,pimentel,-6.8367,-79.9342,25.16,69,100,2.57,PE,1691608067
532,montellano,36.9973,-5.5345,33.41,34,0,3.23,ES,1691608067
533,motomachi,43.8228,144.1044,20.42,99,100,1.07,JP,1691608067
534,cartagena,10.3997,-75.5144,31.79,74,75,5.14,CO,1691607775
535,sirte,31.2089,16.5887,26.97,60,2,5.55,LY,1691608068
536,port-vila,-17.7338,168.3219,18.78,82,100,0.0,VU,1691608069
537,diego de almagro,-26.3667,-70.05,24.56,21,100,3.43,CL,1691608069
538,tangjin,36.8944,126.6297,22.9,93,100,7.61,KR,1691608069
539,kannus,63.9,23.9,18.81,68,100,1.28,FI,1691608069
540,al kharijah,25.4514,30.5464,33.43,20,0,5.26,EG,1691608070
541,chegdomyn,51.1167,133.0167,15.29,75,74,0.83,RU,1691608070
542,uturoa,-16.7333,-151.4333,24.82,70,14,8.66,PF,1691608070
543,klaksvik,62.2266,-6.589,10.51,74,57,9.68,FO,1691608070
544,pangoa,-12.1167,-73.0,31.69,40,68,2.23,PE,1691608070
545,mayma,52.0197,85.9114,14.95,81,6,2.98,RU,1691608070
546,sisimiut,66.9395,-53.6735,6.99,76,100,3.7,GL,1691608071
547,goundi,9.3627,17.366,20.21,98,100,0.93,TD,1691608071
548,ratnagiri,16.9833,73.3,26.27,84,100,2.45,IN,1691608071
549,kogalym,62.2654,74.4791,11.51,55,95,8.91,RU,1691607858
550,gilleleje,56.122,12.3106,14.04,81,100,2.68,DK,1691608071
551,usinsk,65.9939,57.5281,13.84,75,100,3.1,RU,1691607886
552,berbera,10.4396,45.0143,33.16,42,100,8.4,SO,1691608072
553,auki,-8.7676,160.7034,24.58,91,100,4.96,SB,1691608072
554,ornskoldsvik,63.2909,18.7153,14.53,94,100,2.06,SE,1691608072
555,natal,-5.795,-35.2094,24.36,100,100,5.14,BR,1691607980
556,prince rupert,54.3161,-130.3201,14.05,94,100,6.69,CA,1691607847
557,jutai,-5.1833,-68.9,33.16,49,98,0.95,BR,1691608072
558,xianning,29.8833,114.2167,25.63,87,4,0.36,CN,1691608072
559,birobidzhan,48.8,132.95,16.61,71,100,2.38,RU,1691608073
560,zakynthos,37.7914,20.8953,25.91,78,0,2.57,GR,1691607822
